ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,key_resp_2.keys,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
4,0,4,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
5,0,5,0,0,0,0,0,,,,,0.3760603093086394,0.5,50.84748700005002,50.84748700005002,53.879773000022396,53.879773000022396,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
5,0,5,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
6,0,6,0,0,0,0,0,,,,,0.05318295896944989,0.5,53.879773000022396,53.879773000022396,56.91389780002646,56.91389780002646,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
6,0,6,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
7,0,7,0,0,0,0,0,,,,,1.0,0.5,56.91389780002646,56.91389780002646,59.94712350005284,59.94712350005284,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
7,0,7,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
8,0,8,0,0,0,0,0,,,,,0.05318295896944989,0.5,59.94712350005284,59.94712350005284,62.98684579995461,62.98684579995461,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
8,0,8,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
9,0,9,0,0,0,0,0,,,,,0.1414213562373095,0.5,62.98684579995461,62.98684579995461,66.02860339998733,66.02860339998733,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
9,0,9,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
10,0,10,0,0,0,0,0,,,,,1.0,0.5,66.02860339998733,66.02860339998733,69.05092049995437,69.05092049995437,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
10,0,10,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
11,0,11,0,0,0,0,0,,,,,1.0,0.5,69.05092049995437,69.05092049995437,72.0949509999482,72.0949509999482,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
11,0,11,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
12,0,12,0,0,0,0,0,,,,,0.1414213562373095,0.5,72.0949509999482,72.0949509999482,75.13243200001307,75.13243200001307,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
12,0,12,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
13,0,13,0,0,0,0,0,,,,,0.020000000000000004,0.5,75.13243200001307,75.13243200001307,78.16036800004076,78.16036800004076,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
13,0,13,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
14,0,14,0,0,0,0,0,,,,,0.3760603093086394,0.5,78.16036800004076,78.16036800004076,81.19290769996587,81.19290769996587,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
14,0,14,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
15,0,15,0,0,0,0,0,,,,,0.1414213562373095,0.5,81.19290769996587,81.19290769996587,84.2323801999446,84.2323801999446,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
15,0,15,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
16,0,16,0,0,0,0,0,,,,,0.020000000000000004,0.5,84.2323801999446,84.2323801999446,87.26238980004564,87.26238980004564,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
16,0,16,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
17,0,17,0,0,0,0,0,,,,,0.1414213562373095,0.5,87.26238980004564,87.26238980004564,90.2972900000168,90.2972900000168,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
17,0,17,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
18,0,18,0,0,0,0,0,,,,,0.020000000000000004,0.5,90.2972900000168,90.2972900000168,93.32894849998411,93.32894849998411,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
18,0,18,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
19,0,19,0,0,0,0,0,,,,,0.3760603093086394,0.5,93.32894849998411,93.32894849998411,96.38648099999409,96.38648099999409,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
19,0,19,0,,,,,,,,,,,,,,,,047490,001,3,2024-08-14_18h22.41.613,stimuli3,2022.2.5,60.244883401140285,
