opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,staircase_loop.thisTrialN,staircase_loop.stepSize,staircase_loop.intensity,opt2.thisRepN,opt2.thisTrialN,opt2.thisN,opt2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon_2.started,text_4.started,polygon_2.stopped,text_4.stopped,staircase_loop.response,polygon_3.started,polygon_3.stopped,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
0,0,0,0,9,0.005,0.485,,,,,,,,,117.90123380010482,117.90123380010482,120.90656960010529,120.90656960010529,1,120.90656960010529,124.41271830000915,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,10,0.005,0.48,,,,,,,,,124.41271830000915,124.41271830000915,127.42388540005777,127.42388540005777,0,127.42388540005777,131.03532150003593,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,11,0.005,0.48,,,,,,,,,131.03532150003593,131.03532150003593,134.03988620010205,134.03988620010205,0,134.03988620010205,137.62816930003464,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,12,0.005,0.485,,,,,,,,,137.62816930003464,137.62816930003464,140.6395392001141,140.6395392001141,1,140.6395392001141,144.23927490005735,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,13,0.005,0.48,,,,,,,,,144.23927490005735,144.23927490005735,147.23926350008696,147.23926350008696,0,147.23926350008696,150.82244370004628,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,14,0.005,0.48,,,,,,,,,150.82244370004628,150.82244370004628,153.8228941000998,153.8228941000998,1,153.8228941000998,157.4216776000103,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,15,0.005,0.475,,,,,,,,,157.4216776000103,157.4216776000103,160.42270930006634,160.42270930006634,1,160.42270930006634,164.03338560007978,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,16,0.005,0.47,,,,,,,,,164.03338560007978,164.03338560007978,167.0391704000067,167.0391704000067,0,167.0391704000067,170.64914500003215,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,17,0.005,0.47,,,,,,,,,170.64914500003215,170.64914500003215,173.65549750009086,173.65549750009086,1,173.65549750009086,177.25356260000262,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,18,0.005,0.46499999999999997,,,,,,,,,177.25356260000262,177.25356260000262,180.2559127000859,180.2559127000859,1,180.2559127000859,183.85112870007288,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,19,0.005,0.45999999999999996,,,,,,,,,183.85112870007288,183.85112870007288,186.8550954000093,186.8550954000093,0,186.8550954000093,187.3548879000591,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
0,0,0,0,,,,,,,,,,,,,,,,,,,279482,001,3,2024-08-13_16h34.49.674,stimuli4,2022.2.5,60.23102208643032,
