ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,phase.routineEndVal,text_4.started,text_4.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
11,0,11,0,,,,,,,,,,,,,,,,,198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
12,0,12,0,0,0,0,0,,,,,1.0,1.0,0.01,82.52175159996841,85.57105749996845,[],0,[],198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
12,0,12,0,,,,,,,,,,,,,,,,,198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
13,0,13,0,0,0,0,0,,,,,1.0,1.0,0.505,85.57105749996845,88.62792359990999,[],0,[],198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
13,0,13,0,,,,,,,,,,,,,,,,,198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
14,0,14,0,0,0,0,0,,,,,1.0,1.0,0.01,88.62792359990999,91.69288609991781,[],0,[],198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
14,0,14,0,,,,,,,,,,,,,,,,,198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
15,0,15,0,0,0,0,0,,,,,1.0,1.0,1.0,91.69288609991781,94.75848560000304,[],0,[],198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
15,0,15,0,,,,,,,,,,,,,,,,,198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
16,0,16,0,0,0,0,0,,,,,1.0,1.0,0.01,94.75848560000304,97.80606099998113,[],0,[],198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
16,0,16,0,,,,,,,,,,,,,,,,,198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
17,0,17,0,0,0,0,0,,,,,1.0,1.0,0.7525,97.80606099998113,100.85466859990265,[],0,[],198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
17,0,17,0,,,,,,,,,,,,,,,,,198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
18,0,18,0,0,0,0,0,,,,,1.0,1.0,0.505,100.85466859990265,103.8943103000056,[],0,[],198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
18,0,18,0,,,,,,,,,,,,,,,,,198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
19,0,19,0,0,0,0,0,,,,,1.0,1.0,0.505,103.8943103000056,,[],0,[],198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
19,0,19,0,,,,,,,,,,,,,,,,,198870,001,3,2024-08-13_14h20.51.125,stimuli3,2022.2.5,60.25649987166144,
